Unnamed: 0,CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
705,200705,39,1,3,8,2,1,2,1,3,3,3,1,0,2,1,1,3,22880
2304,202304,34,1,3,15,2,0,3,3,1,3,1,2,0,1,0,0,2,20714
3037,203037,37,1,1,7,2,0,3,4,1,4,0,2,0,5,0,1,2,23906
123,200123,51,1,1,12,2,1,2,3,2,3,2,1,0,5,1,0,4,34537
508,200508,35,1,1,12,2,1,2,5,1,3,3,2,0,5,1,0,2,21646
4032,204032,37,1,1,10,2,0,3,4,0,3,1,7,0,1,0,2,1,21513
2062,202062,47,1,1,8,2,0,2,3,4,3,1,2,1,4,1,0,0,31752
825,200825,29,1,1,14,3,1,3,4,1,3,0,2,1,3,0,0,2,20056
1023,201023,56,1,1,6,2,0,2,3,0,5,0,3,0,5,1,1,1,17066
150,200150,40,0,1,32,3,0,2,3,1,4,1,2,0,2,1,0,2,20605
4373,204373,42,0,1,9,2,0,4,5,1,3,3,4,1,1,0,1,2,25489
2383,202383,45,1,3,19,3,1,2,1,4,3,2,7,1,3,1,0,0,33824
194,200194,45,0,1,8,3,1,3,4,4,3,0,1,0,4,1,0,0,31792
1770,201770,41,1,3,8,2,1,2,3,4,4,2,2,0,3,1,1,0,31015
616,200616,51,1,3,32,3,0,3,3,4,3,0,3,0,3,0,1,0,31307
4313,204313,32,1,1,7,2,1,4,5,0,5,1,3,0,4,1,2,1,20896
374,200374,28,1,3,15,2,1,3,3,1,3,2,2,0,3,1,0,2,20253
2753,202753,32,1,1,12,1,1,3,4,0,3,0,2,1,4,0,2,1,23499
3087,203087,43,1,1,10,2,0,4,2,1,3,0,4,1,5,0,1,2,23909
2446,202446,38,1,1,9,0,1,4,5,0,3,2,8,1,3,0,1,1,20768
1518,201518,46,0,3,11,3,1,3,3,1,3,2,5,1,5,1,1,2,20772
4689,204689,44,1,3,32,3,1,4,5,3,3,1,7,0,4,1,2,3,29476
2812,202812,41,1,3,29,3,1,4,5,1,3,0,4,1,3,1,2,2,25058
1156,201156,40,1,1,21,2,0,3,4,3,3,1,2,0,1,1,1,3,25435
295,200295,42,0,3,32,3,0,3,3,4,4,0,6,0,3,1,2,0,28525
4465,204465,40,1,2,10,2,0,3,2,1,4,1,2,0,1,0,1,2,25067
997,200997,27,1,1,23,2,0,2,3,0,3,2,2,1,5,1,0,1,17394
2439,202439,48,1,3,8,3,1,2,4,1,4,3,1,1,1,1,0,2,22898
1148,201148,39,1,1,16,3,1,3,3,1,5,1,3,0,5,1,2,2,20377
4344,204344,36,1,1,29,2,1,3,6,0,3,3,2,0,4,1,2,1,22908
2480,202480,51,1,3,10,3,1,3,5,0,3,0,3,1,4,0,1,1,21361
2988,202988,48,0,3,10,3,0,3,4,4,3,1,2,1,5,1,2,0,32448
870,200870,35,1,3,23,2,1,3,3,1,5,0,4,1,3,1,1,2,23966
3226,203226,31,1,1,27,2,1,3,4,1,5,0,2,0,4,1,1,2,28635
2084,202084,26,0,1,11,3,0,2,4,0,3,1,2,1,1,0,1,1,17366
575,200575,54,1,1,25,3,0,3,3,1,5,1,1,1,3,0,0,2,20485
3003,203003,39,1,1,9,3,1,4,4,0,3,0,8,1,4,0,1,1,21735
1501,201501,44,1,1,16,2,1,2,3,1,3,1,3,1,3,0,1,2,21465
1166,201166,48,0,1,10,3,1,2,4,4,3,1,3,0,5,1,1,0,30202
1803,201803,43,1,1,13,2,0,2,3,3,5,1,1,0,5,1,0,3,24985
567,200567,34,1,3,8,2,1,2,3,1,3,2,2,0,5,0,0,2,21274
4374,204374,27,1,3,36,3,1,3,4,1,3,1,7,0,5,0,1,2,22984
3123,203123,32,0,3,27,3,0,3,4,1,3,0,3,0,2,1,1,2,25610
3553,203553,31,1,3,36,1,1,3,4,3,4,1,5,0,4,0,2,3,27928
220,200220,36,1,1,11,2,1,3,3,1,4,2,1,0,2,0,2,2,20914
2663,202663,55,1,3,10,3,0,3,4,1,5,0,4,0,4,1,2,2,24618
1769,201769,51,1,1,8,3,1,2,5,1,4,1,6,0,1,0,1,2,20482
4728,204728,41,1,1,21,3,1,3,5,2,3,2,3,0,3,1,2,4,38304
63,200063,59,1,3,31,2,0,2,3,3,5,3,1,0,3,1,0,3,22637
1060,201060,24,0,1,15,3,1,2,3,0,5,2,3,1,3,0,1,1,18172
2331,202331,46,1,3,8,3,0,3,3,4,5,1,1,0,1,1,1,0,32048
91,200091,51,1,3,27,3,1,3,3,1,3,2,1,1,5,1,1,2,20441
1421,201421,47,0,1,6,3,0,3,3,3,4,1,1,0,5,0,0,3,26957
3293,203293,44,1,3,16,3,0,3,6,1,3,3,2,0,2,1,2,2,24024
4549,204549,36,1,1,16,2,0,4,5,3,3,1,3,1,4,1,3,3,29363
3403,203403,41,1,1,9,2,1,4,4,1,3,3,3,0,3,1,3,2,23339
1444,201444,56,1,1,13,1,1,3,3,0,3,1,1,0,4,1,2,1,17339
3466,203466,38,0,1,12,1,1,3,2,0,3,3,2,0,5,1,1,1,22178
1162,201162,35,1,3,16,3,1,2,4,3,5,1,1,0,5,1,1,3,25306
1890,201890,29,1,1,9,3,1,3,4,3,3,1,2,0,1,0,2,3,26935
4247,204247,44,1,1,14,2,0,3,4,3,5,1,2,0,5,1,1,3,28663
2935,202935,44,0,1,16,3,1,4,4,1,3,1,5,1,3,1,1,2,24357
1478,201478,38,0,1,29,2,1,2,4,3,3,3,1,0,3,1,0,3,24526
4638,204638,25,1,1,24,3,0,3,5,1,3,1,3,0,3,0,1,2,23055
197,200197,42,0,1,27,3,0,2,3,1,3,1,3,0,2,0,0,2,20265
1607,201607,39,1,3,10,2,0,2,4,1,3,1,5,0,5,1,1,2,20902
3447,203447,26,1,1,7,1,1,3,4,0,3,0,6,0,5,1,2,1,21907
1950,201950,30,0,3,18,2,1,3,4,0,5,1,2,0,5,1,2,1,17033
64,200064,36,1,1,14,1,0,2,3,3,3,1,2,0,4,1,1,3,25096
1746,201746,35,1,1,28,2,0,3,1,3,4,1,1,0,5,1,2,3,26996
272,200272,28,1,1,15,3,1,3,3,0,3,0,2,0,2,1,1,1,17070
2551,202551,26,1,3,12,3,1,3,5,1,3,3,3,1,3,1,1,2,24422
32,200032,30,1,1,15,3,1,2,4,0,3,2,2,0,4,1,1,1,17206
2163,202163,36,1,3,9,2,1,2,4,3,3,1,2,1,1,1,0,3,25325
3776,203776,30,0,1,31,2,1,4,5,0,3,2,3,1,3,1,3,1,21117
1126,201126,50,1,3,5,3,1,2,3,2,3,1,5,1,5,0,1,4,34331
265,200265,29,1,3,8,3,1,3,4,1,4,0,3,0,4,0,1,2,21644
4763,204763,44,1,3,16,3,0,3,6,1,3,3,2,0,1,0,1,2,24024
2689,202689,32,0,1,10,3,1,4,4,3,3,1,2,0,4,1,3,3,32353
1097,201097,24,1,1,27,1,1,2,4,0,5,1,1,0,3,0,0,1,17296
2728,202728,27,0,1,18,3,1,3,4,1,5,0,3,1,3,1,2,2,23419
2416,202416,40,1,1,14,3,1,3,4,0,3,3,2,1,4,1,2,1,24094
3931,203931,23,0,1,23,3,1,4,2,0,3,1,3,1,3,0,3,1,21613
395,200395,43,0,1,27,3,1,3,3,0,3,0,1,0,4,0,2,1,17258
1398,201398,33,0,1,13,2,1,2,3,1,3,1,2,0,5,1,1,2,20968
2212,202212,50,1,1,15,2,1,3,3,0,3,1,5,0,5,1,2,1,17380
4078,204078,28,0,1,10,3,1,4,5,0,3,1,3,1,1,0,3,1,21244
1972,201972,53,1,3,6,3,0,2,3,1,5,3,1,0,1,1,1,2,23381
751,200751,50,0,3,6,2,0,3,3,1,3,0,1,0,2,1,1,2,21347
4831,204831,35,1,1,24,2,0,3,4,0,3,3,3,1,5,1,1,1,23216
3953,203953,34,0,3,7,2,0,3,2,1,5,1,4,0,3,0,2,2,24054
178,200178,46,1,3,6,3,0,3,3,3,5,1,2,0,2,1,1,3,25453
2057,202057,52,1,1,17,2,0,2,3,1,3,1,1,0,1,1,0,2,18149
4177,204177,47,1,3,9,1,0,4,6,4,4,1,5,1,5,1,1,0,35550
2128,202128,44,1,1,15,2,1,3,3,0,5,1,2,1,3,1,0,1,17559
4570,204570,33,1,1,32,2,1,3,4,0,3,3,3,1,5,0,1,1,21473
1608,201608,25,1,3,34,2,1,2,4,1,3,1,3,0,4,1,1,2,23639
3660,203660,44,1,3,9,3,1,4,4,1,3,1,3,1,3,0,1,2,26525
55,200055,33,0,1,6,2,0,3,3,3,3,3,2,1,2,1,0,3,28458
3386,203386,37,1,1,17,1,0,4,4,3,3,0,5,0,3,0,3,3,25772
1141,201141,30,1,1,13,3,1,2,4,0,4,1,2,0,5,0,0,1,17141
3662,203662,42,1,3,13,3,1,3,4,3,3,3,3,0,5,1,1,3,27919
1971,201971,30,0,1,9,3,0,3,3,0,3,1,2,0,3,1,1,1,17083
4814,204814,37,0,1,10,1,1,3,4,0,4,1,3,0,3,0,2,1,22370
2813,202813,32,1,1,16,2,1,3,5,0,4,3,2,1,3,1,1,1,21335
439,200439,31,0,1,26,2,1,3,3,3,3,0,4,0,3,1,0,3,24824
3915,203915,50,0,1,15,2,1,4,5,1,4,1,3,0,1,0,1,2,23808
3944,203944,34,1,1,9,3,1,4,4,0,3,2,6,0,3,0,3,1,21174
4519,204519,39,0,1,19,2,1,2,5,1,5,1,4,0,5,1,1,2,24966
1342,201342,34,1,3,10,2,1,3,3,3,3,1,3,1,4,0,2,3,24713
4261,204261,48,0,3,11,3,1,4,4,1,3,3,5,0,4,0,3,2,21654
754,200754,33,0,3,14,2,0,2,4,0,3,2,1,0,2,1,1,1,17342
4111,204111,43,0,1,28,3,0,3,4,1,3,1,4,0,1,0,1,2,23943
3898,203898,46,1,3,27,2,0,3,4,1,3,3,2,0,1,1,1,2,23528
4666,204666,37,1,1,23,2,0,3,2,0,5,3,3,0,1,1,1,1,21421
679,200679,31,0,3,26,3,0,2,3,1,3,0,2,0,2,1,0,2,21932
4297,204297,23,1,1,18,3,0,3,4,0,4,1,3,0,1,1,2,1,20922
3646,203646,39,1,1,11,3,0,3,4,0,3,1,2,0,5,0,1,1,21984
4362,204362,41,1,1,13,2,0,4,4,4,3,2,2,0,5,1,1,0,31915
672,200672,42,1,3,20,3,0,3,4,1,3,2,1,0,3,0,0,2,21244
313,200313,33,0,1,11,2,0,3,3,3,4,0,7,0,3,1,2,3,26878
4008,204008,33,1,3,13,3,1,3,4,1,3,3,3,0,5,1,2,2,23688
2735,202735,37,1,1,10,1,1,2,4,1,4,3,6,0,2,1,1,2,23163
2018,202018,43,0,3,21,2,1,2,4,1,3,1,4,0,5,1,0,2,21804
1236,201236,36,1,3,19,3,1,3,4,1,5,1,6,1,1,1,0,2,21134
4212,204212,37,0,1,25,2,1,3,2,0,3,1,6,0,5,1,2,1,22366
2369,202369,49,1,1,10,3,1,2,4,2,3,1,3,0,3,0,1,4,33711
1034,201034,45,1,1,26,3,1,3,5,3,5,1,3,1,3,0,0,3,25851
4512,204512,29,1,1,9,3,1,3,4,0,3,3,8,0,3,1,2,1,23060
3289,203289,41,0,1,33,3,0,4,5,1,3,0,5,1,2,1,1,2,23100
3873,203873,40,1,1,31,2,1,3,4,1,3,3,2,0,4,1,1,2,22786
925,200925,42,1,1,13,3,0,3,1,1,4,0,7,1,1,0,0,2,17372
2975,202975,33,1,1,10,2,0,3,4,3,3,2,5,0,2,1,2,3,29837
4201,204201,39,1,1,30,2,1,3,4,1,3,1,2,0,3,0,2,2,24423
358,200358,36,0,3,6,3,0,2,3,1,3,3,5,0,2,1,1,2,21653
3119,203119,32,1,3,14,2,1,3,5,0,3,0,5,0,4,1,2,1,21007
2201,202201,20,1,1,17,3,0,3,4,0,5,2,2,1,3,1,2,1,17600
166,200166,41,1,1,20,2,1,2,3,0,3,1,5,0,4,1,1,1,17451
1336,201336,55,1,1,8,1,1,3,4,0,3,1,1,0,5,0,0,1,17662
2478,202478,25,1,1,7,3,1,4,4,0,3,0,4,1,3,1,3,1,20971
3474,203474,32,1,3,15,2,1,3,4,3,3,1,3,0,3,1,1,3,29471
3235,203235,36,1,3,11,1,1,3,4,3,5,3,2,1,4,1,2,3,28260
324,200324,30,1,1,34,3,0,3,3,1,3,0,2,0,3,0,2,2,20775
1775,201775,36,0,1,30,2,0,2,3,1,4,1,1,0,3,1,1,2,20674
2901,202901,19,0,3,12,3,1,4,4,0,4,2,3,1,4,1,3,1,20556
4254,204254,38,1,1,12,3,1,4,4,1,3,1,2,0,3,1,3,2,25025
4754,204754,36,1,1,7,3,1,3,5,0,3,1,8,0,1,1,2,1,20936
1105,201105,33,1,3,14,2,1,2,3,1,5,1,3,0,5,1,0,2,21392
68,200068,35,0,1,6,3,1,3,3,0,5,0,5,0,2,0,1,1,17194
4398,204398,32,1,3,13,3,1,4,2,1,3,1,6,0,5,1,2,2,24138
659,200659,28,1,3,11,3,1,3,3,1,3,2,2,0,3,1,0,2,19908
4178,204178,29,1,1,9,2,1,4,4,0,3,3,4,0,4,0,2,1,22163
4441,204441,33,1,3,17,3,1,3,4,1,3,3,3,0,4,1,2,2,24074
4406,204406,49,1,1,7,2,0,3,5,4,5,1,2,0,4,0,1,0,34080
1011,201011,36,1,3,9,3,0,2,3,1,4,3,4,1,4,0,1,2,24278
2872,202872,48,1,1,9,3,0,4,4,1,3,1,7,0,2,0,2,2,23748
578,200578,38,0,1,8,2,0,3,1,1,5,2,7,1,2,1,2,2,20980
1103,201103,48,1,3,22,2,0,3,3,1,3,1,1,0,4,1,0,2,21439
952,200952,31,0,3,6,2,0,2,3,0,4,2,2,1,5,1,1,1,17302
2552,202552,26,1,1,14,3,1,4,5,0,3,0,3,0,2,1,3,1,21567
3732,203732,36,0,1,9,3,1,3,4,1,3,1,4,0,3,0,2,2,24440
491,200491,43,0,1,15,3,1,3,3,1,3,1,4,1,3,1,0,2,20679
3022,203022,39,0,1,9,2,0,4,2,1,5,3,8,1,2,1,3,2,24658
1978,201978,35,1,1,12,2,1,2,5,1,3,3,2,0,5,0,1,2,21646
213,200213,51,1,1,14,2,1,2,4,3,4,0,6,0,3,1,1,3,27490
1623,201623,45,1,1,15,2,1,2,3,1,4,1,1,0,4,1,0,2,17348
2834,202834,44,1,1,19,2,1,3,5,4,4,1,3,0,3,0,2,0,33014
4860,204860,41,1,1,15,3,1,4,5,0,3,3,3,1,4,1,3,1,27772
4164,204164,38,0,1,17,3,1,4,4,3,3,1,8,0,3,0,3,3,28726
4437,204437,51,1,1,35,3,1,4,2,0,3,1,3,1,1,0,2,1,21899
4580,204580,23,1,1,10,2,0,3,4,1,3,1,2,1,5,1,2,2,22849
2123,202123,50,0,1,8,2,1,3,3,4,5,1,2,0,5,1,1,0,32924
232,200232,59,1,2,12,3,1,2,3,0,3,0,1,0,4,1,0,1,17267
3307,203307,34,1,2,9,2,1,3,4,0,3,0,3,0,2,0,1,1,22278
14,200014,28,1,1,30,2,1,2,4,0,3,2,6,1,2,0,0,1,17028
4213,204213,52,1,1,9,3,1,3,6,1,4,1,7,0,1,0,2,2,24160
3950,203950,51,1,3,10,3,1,3,5,0,3,1,3,1,4,1,2,1,21361
399,200399,31,1,1,6,2,1,3,4,0,5,0,2,0,4,0,0,1,17218
1136,201136,28,1,1,30,3,1,2,3,0,4,1,2,1,1,0,0,1,17408
3600,203600,41,1,1,22,2,0,4,5,3,3,1,3,0,1,1,2,3,29113
4342,204342,48,1,1,9,3,0,4,4,1,3,1,7,0,1,0,1,2,23748
1513,201513,27,0,3,14,2,1,2,3,3,3,3,2,0,1,1,0,3,23726
435,200435,33,1,1,21,3,1,2,3,3,3,0,1,1,5,0,0,3,28610
3593,203593,28,1,1,26,2,1,4,5,0,5,1,3,0,1,0,1,1,22744
1500,201500,33,1,1,8,3,1,3,3,0,3,2,5,0,3,0,2,1,17496
633,200633,36,1,2,14,2,1,3,4,0,5,0,1,0,2,1,2,1,17342
4810,204810,32,1,1,31,3,0,4,5,1,5,3,3,0,5,1,1,2,25490
4263,204263,30,0,3,9,2,1,4,4,1,3,1,3,0,1,1,2,2,23327
2181,202181,29,1,1,16,2,0,3,4,0,5,2,7,1,5,1,0,1,17404
2468,202468,35,1,1,13,3,1,3,4,0,5,3,4,0,2,1,2,1,21638
1791,201791,31,1,3,13,3,1,3,3,1,3,1,5,0,1,0,0,2,22547
3877,203877,26,1,3,15,2,0,3,4,1,3,1,2,1,1,1,2,2,23585
3727,203727,29,1,1,7,2,1,3,4,0,3,1,3,0,1,0,1,1,20722
3890,203890,35,1,3,35,3,0,4,5,1,3,1,3,0,5,1,1,2,25390
2856,202856,47,1,1,25,3,0,3,4,1,3,1,4,0,5,0,1,2,23488
3272,203272,19,0,1,15,3,1,4,4,0,3,2,3,0,5,0,1,1,20582
4467,204467,41,1,1,9,3,0,3,5,0,3,2,2,1,3,0,1,1,21020
3187,203187,60,1,1,9,2,0,4,5,4,3,2,5,1,5,0,3,0,32404
1559,201559,46,1,3,15,3,1,3,4,3,3,3,2,0,5,1,2,3,24619
4858,204858,29,1,1,14,2,1,4,4,0,5,3,5,1,3,0,3,1,25352
2955,202955,37,1,1,16,3,1,3,5,1,4,1,4,1,4,1,1,2,27525
1279,201279,44,0,1,6,3,1,2,3,0,4,1,2,1,3,1,1,1,17342
2483,202483,34,0,3,7,2,0,3,3,1,5,0,4,0,3,1,1,2,24054
279,200279,50,1,1,10,2,1,3,3,2,4,1,4,0,5,1,0,4,34144
2055,202055,23,1,1,12,2,1,3,1,0,5,1,2,1,3,0,0,1,16601
4036,204036,57,1,1,21,2,0,4,4,0,4,1,2,1,5,1,1,1,23641
3744,203744,35,1,3,15,1,1,4,2,1,3,1,3,0,1,0,3,2,25477
4335,204335,30,1,1,32,1,0,4,5,0,4,1,7,0,3,1,3,1,21224
227,200227,29,0,3,6,3,0,2,3,3,3,0,2,0,3,1,0,3,22918
2860,202860,39,0,1,9,2,1,3,4,0,3,0,3,1,5,1,2,1,20380
2963,202963,30,0,1,7,2,1,4,6,0,3,1,3,0,2,1,1,1,21398
606,200606,34,0,1,22,2,0,3,4,0,3,2,2,0,5,1,1,1,17553
4811,204811,60,1,3,10,2,0,3,5,1,3,3,7,0,3,0,1,2,23849
2485,202485,28,1,1,9,2,0,3,4,0,5,1,3,0,3,0,2,1,21019
171,200171,19,0,3,6,1,0,3,5,0,5,2,1,0,3,1,1,1,17325
327,200327,39,1,3,9,3,0,2,3,1,3,0,5,1,4,1,1,2,20238
2847,202847,42,1,3,7,3,1,3,3,3,5,0,3,0,3,1,2,3,27070
4005,204005,52,1,3,28,3,1,4,4,1,3,3,2,1,5,0,3,2,24119
78,200078,37,1,1,13,3,1,1,3,3,3,2,5,0,2,0,0,3,28664
1374,201374,58,1,3,27,2,0,3,3,4,3,1,5,1,5,1,0,0,32875
2213,202213,59,1,1,8,2,0,3,4,4,3,2,4,1,5,1,0,0,28726
3936,203936,35,1,1,14,2,0,3,4,3,4,2,2,0,5,0,1,3,30672
4784,204784,36,1,3,24,2,1,4,4,1,5,1,5,1,3,0,3,2,27644
2125,202125,33,1,2,9,2,1,2,3,0,4,1,4,1,5,0,1,1,17277
1414,201414,47,1,1,31,3,1,2,3,3,3,3,3,0,3,1,0,3,23633
4479,204479,24,1,1,17,3,1,4,2,0,3,3,3,0,1,0,2,1,22183
4472,204472,33,0,1,31,2,1,4,4,1,3,1,3,0,4,1,3,2,23987
2180,202180,33,0,3,23,2,1,2,3,4,3,2,2,0,3,1,0,0,32444
2517,202517,33,1,1,7,2,1,4,4,1,4,0,3,0,3,0,1,2,24898
3492,203492,35,1,3,10,2,1,3,6,1,5,3,5,0,5,1,2,2,23437
3897,203897,37,1,3,18,3,0,4,5,1,3,1,6,0,1,1,2,2,25330
3894,203894,36,1,2,33,2,0,3,4,3,3,3,3,1,1,1,1,3,27515
1241,201241,32,1,3,25,2,1,3,5,3,3,1,4,0,3,1,2,3,24610
344,200344,35,1,1,11,1,1,3,3,3,4,3,1,0,3,0,0,3,23095
3876,203876,38,1,1,17,2,0,3,2,3,3,1,3,1,1,0,2,3,32422
1814,201814,35,1,1,11,1,1,3,3,3,4,3,1,0,3,1,1,3,23095
445,200445,55,1,3,24,2,0,2,3,4,4,2,4,0,2,0,1,0,31835
3580,203580,29,1,1,31,3,1,3,4,0,4,1,3,1,1,0,1,1,21086
367,200367,50,1,1,16,1,1,3,4,3,3,3,7,0,5,0,2,3,25496
1033,201033,31,0,1,6,2,0,3,1,3,4,3,2,0,3,1,2,3,22446
1417,201417,31,1,3,8,2,1,2,3,0,3,1,1,0,4,1,0,1,18067
3587,203587,46,0,3,33,3,1,3,5,1,5,1,3,0,3,0,1,2,23063
1739,201739,36,1,1,12,2,1,2,3,0,3,1,1,0,5,1,1,1,18210
3284,203284,36,1,1,7,3,1,3,5,0,3,0,8,0,2,1,2,1,20936
720,200720,30,1,1,28,2,0,2,3,0,3,0,5,1,2,0,1,1,17132
515,200515,35,0,1,9,2,1,2,4,0,3,0,2,0,2,1,1,1,16281
1656,201656,40,1,1,10,3,0,2,3,2,3,1,2,0,5,1,1,4,34033
2497,202497,36,0,1,18,3,1,4,5,3,5,0,4,1,5,1,2,3,28562
2235,202235,38,0,1,9,2,1,2,3,0,3,1,4,0,3,1,0,1,17821
2614,202614,28,1,1,24,1,1,3,4,0,4,0,2,1,4,1,1,1,21736
3179,203179,49,1,1,13,2,1,4,5,1,3,3,4,0,2,0,1,2,22918
1871,201871,56,0,3,12,2,0,2,1,4,5,1,1,0,3,1,0,0,28212
3382,203382,59,1,1,30,2,1,3,4,0,3,1,3,0,3,1,2,1,21050
1480,201480,35,1,1,22,3,1,2,1,0,4,1,1,0,4,1,1,1,17426
3781,203781,29,1,3,10,3,0,4,4,0,4,1,3,0,1,1,1,1,21534
4486,204486,30,1,1,34,3,0,4,4,1,3,1,6,0,1,0,2,2,23013
1703,201703,50,1,3,6,3,0,3,3,2,3,1,4,0,1,1,0,4,34517
1684,201684,30,1,1,9,1,0,2,3,0,5,2,6,1,4,0,0,1,17657
3982,203982,36,0,1,7,3,1,4,4,0,5,1,6,0,1,0,2,1,20872
2495,202495,29,1,1,12,1,1,3,4,0,3,3,3,1,2,1,1,1,22119
71,200071,29,1,1,8,2,1,3,3,0,4,0,1,0,4,0,0,1,17703
95,200095,54,1,1,8,1,0,2,3,3,3,0,1,0,4,1,0,3,28549
459,200459,41,0,1,8,2,0,3,4,1,3,3,3,1,2,0,0,2,21811
4323,204323,43,0,1,36,2,0,4,4,1,3,1,4,0,3,1,2,2,23234
1858,201858,42,1,1,6,2,0,3,3,0,5,1,4,0,3,0,2,1,17576
2682,202682,33,1,3,11,2,0,3,4,0,4,0,4,0,3,1,1,1,22609
4717,204717,35,0,1,10,2,1,3,5,0,3,1,5,0,1,0,1,1,21657
2993,202993,35,1,1,15,3,0,4,4,1,3,3,5,0,4,1,2,2,24820
946,200946,40,1,3,31,3,1,2,4,3,4,3,3,1,5,0,1,3,24094
1699,201699,29,1,1,24,3,1,2,4,0,3,2,2,1,3,0,0,1,17389
4268,204268,31,0,3,32,1,0,3,4,1,3,1,2,1,3,1,2,2,23414
1173,201173,36,1,1,11,2,0,2,3,3,5,1,5,0,4,1,1,3,23008
1170,201170,27,0,1,8,3,1,2,3,0,3,2,3,0,3,0,1,1,17580
4192,204192,27,0,1,7,2,0,3,4,1,4,1,3,0,5,1,2,2,25075
154,200154,32,0,3,14,3,0,2,3,3,3,3,2,0,4,1,1,3,23998
1400,201400,38,0,2,6,2,1,2,3,0,4,1,1,1,1,1,1,1,17991
2544,202544,38,1,2,13,2,1,4,4,0,5,1,6,1,2,1,1,1,20751
2148,202148,48,1,1,26,3,1,2,3,0,3,1,5,0,1,1,0,1,17259
2923,202923,25,0,1,14,2,0,3,4,0,3,0,3,1,4,0,1,1,21564
2755,202755,46,0,1,14,2,1,4,4,3,5,1,3,0,2,1,3,3,23888
536,200536,60,1,3,22,3,1,2,3,1,5,2,1,0,4,1,0,2,20405
4340,204340,31,0,1,9,3,0,3,4,0,3,2,2,0,4,1,1,1,21242
4054,204054,33,1,1,16,3,0,3,4,0,5,3,2,0,4,1,1,1,22878
4041,204041,20,1,3,29,3,1,3,4,0,3,2,3,1,1,1,1,1,20353
4751,204751,41,0,1,16,3,0,3,4,3,3,2,2,0,4,1,2,3,32177
2127,202127,29,1,1,13,3,0,3,4,0,3,1,7,0,5,1,1,1,17532
3077,203077,37,1,2,15,2,1,4,5,0,5,0,2,0,2,1,3,1,21020
3538,203538,41,1,3,16,3,1,3,4,1,5,1,2,0,3,1,2,2,24151
541,200541,36,0,1,14,2,0,3,2,3,5,0,1,0,3,0,0,3,26713
484,200484,31,1,3,12,3,1,3,2,1,3,1,5,0,5,1,2,2,20460
36,200036,50,1,3,9,3,1,2,4,0,3,0,2,1,4,0,0,1,17683
1355,201355,36,1,3,23,3,1,2,4,1,4,1,3,0,4,1,0,2,20507
251,200251,39,0,1,8,1,0,3,3,3,3,3,1,0,2,1,1,3,25938
1502,201502,30,1,1,15,3,1,2,4,0,3,2,2,0,4,0,1,1,17206
4747,204747,28,1,1,13,2,1,3,5,0,3,1,3,0,1,1,2,1,21217
2659,202659,42,1,3,13,2,0,4,4,3,3,2,5,1,2,0,2,3,32269
1079,201079,39,1,1,12,2,0,2,3,3,4,3,5,0,3,0,1,3,23376
1569,201569,44,0,1,29,3,1,3,3,1,4,1,5,0,3,0,1,2,17042
2926,202926,32,1,3,20,3,1,3,4,1,5,1,4,0,2,0,1,2,22911
3395,203395,42,0,3,17,3,1,3,6,1,4,3,3,0,1,1,1,2,24829
596,200596,35,1,1,6,2,0,2,1,0,3,2,4,0,3,0,0,1,17506
4846,204846,30,0,1,9,3,1,3,5,0,5,3,2,0,4,1,2,1,22017
844,200844,30,1,3,16,3,1,3,4,1,3,0,2,0,2,1,0,2,21578
552,200552,56,1,1,15,3,1,2,3,4,3,0,1,0,4,0,0,0,26103
4232,204232,28,1,1,12,2,0,3,4,0,4,2,3,1,3,0,2,1,21156
4521,204521,50,1,3,18,3,0,3,4,3,3,1,3,0,4,0,1,3,26332
1041,201041,28,1,3,11,3,1,2,3,1,5,3,1,0,1,1,0,2,23463
236,200236,33,1,1,8,2,0,2,3,0,5,0,1,0,3,1,0,1,17707
708,200708,36,0,3,14,1,1,2,3,1,3,1,5,0,3,1,0,2,20079
1702,201702,59,1,2,12,3,1,2,3,0,3,1,1,0,4,0,0,1,17267
3737,203737,44,0,1,16,2,1,3,4,0,3,2,6,0,3,0,2,1,21116
7,200007,30,1,1,30,2,1,3,3,0,3,1,2,0,2,0,1,1,17693
548,200548,43,0,3,21,2,1,2,4,1,3,0,4,0,5,0,1,2,21804
356,200356,42,1,1,8,2,1,3,4,1,3,3,4,0,2,0,1,2,21781
986,200986,39,1,3,27,2,1,2,4,1,3,0,4,1,1,0,1,2,21120
3566,203566,30,1,1,10,3,1,3,4,0,5,3,3,1,3,0,2,1,23401
4378,204378,38,1,1,7,1,0,3,4,3,3,3,6,0,5,1,1,3,26169
4250,204250,30,1,1,15,2,1,4,6,0,5,1,3,1,3,0,2,1,20797
4341,204341,61,0,3,35,3,0,4,5,3,5,1,6,0,1,1,1,3,28944
1794,201794,30,1,1,34,3,0,3,3,1,3,1,2,0,3,1,2,2,20775
4082,204082,39,1,3,7,2,0,3,5,1,3,3,6,0,1,0,2,2,27364
2347,202347,46,1,1,8,1,1,2,3,1,3,1,3,0,1,0,0,2,22379
876,200876,20,1,3,27,3,1,2,1,0,3,2,2,0,3,0,0,1,17678
