Unnamed: 0,CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
2741,202741,36,1,3,23,3,1,4,4,3,4,0,2,0,2,1,3,3,26698
4612,204612,36,1,3,25,3,0,3,4,1,3,1,3,0,4,1,2,2,23279
1565,201565,54,1,1,8,1,0,2,3,3,3,1,1,0,4,0,0,3,28549
1873,201873,41,1,3,6,3,1,2,1,3,5,1,2,0,3,1,1,3,23392
4023,204023,23,1,1,22,3,0,3,4,0,3,3,3,0,1,1,2,1,21549
477,200477,50,0,2,9,3,1,2,3,2,4,0,2,0,2,1,0,4,33200
3889,203889,42,1,1,35,2,0,3,5,4,4,1,2,0,5,1,2,0,32248
463,200463,26,1,1,30,1,1,3,5,0,3,2,2,1,3,1,2,1,17340
2487,202487,28,0,3,15,2,1,3,4,3,3,3,3,0,2,1,1,3,27404
2330,202330,22,0,1,9,2,1,2,4,0,3,1,1,1,3,0,1,1,17853
4491,204491,38,1,1,17,2,0,3,4,0,5,1,2,1,3,1,1,1,21460
1415,201415,33,0,1,6,3,1,2,4,0,3,1,2,0,3,0,0,1,17008
2072,202072,30,1,1,8,3,0,2,4,1,3,3,6,1,1,1,1,2,21877
3690,203690,31,0,2,15,2,0,4,5,0,3,1,8,0,5,1,3,1,20858
3287,203287,27,1,1,10,3,1,3,2,0,3,0,3,0,5,1,2,1,23098
173,200173,30,0,1,15,3,1,3,3,1,5,1,2,0,2,0,1,2,18072
4179,204179,30,1,3,9,3,1,4,5,1,4,1,4,0,4,1,1,2,25322
611,200611,35,1,1,13,2,1,2,3,3,3,3,4,0,3,0,0,3,25221
245,200245,31,0,1,9,3,1,3,3,3,3,1,1,0,4,1,2,3,28675
3270,203270,39,1,2,7,2,1,3,2,0,3,0,3,0,4,1,1,1,21522
2513,202513,37,1,1,16,3,1,4,5,0,3,0,2,1,2,0,2,1,22066
4499,204499,24,1,1,13,2,1,4,2,0,5,1,3,1,3,0,1,1,20279
1647,201647,19,1,1,8,2,1,2,4,0,3,2,2,0,5,1,0,1,16102
4276,204276,22,0,3,16,3,1,3,4,0,3,3,3,0,4,1,1,1,21288
242,200242,41,1,1,25,2,1,2,3,1,5,1,3,0,2,1,0,2,18072
1117,201117,34,1,1,6,2,1,2,3,1,3,1,1,0,4,1,0,2,20484
3125,203125,39,1,1,7,1,0,4,4,3,5,0,3,0,4,1,3,3,32260
4102,204102,35,0,1,9,2,1,3,5,1,3,1,3,0,4,0,2,2,28225
1076,201076,54,0,1,17,3,0,2,3,4,3,1,4,0,3,1,0,0,31032
728,200728,54,1,1,23,1,0,2,3,3,3,0,1,0,5,1,0,3,25739
3777,203777,47,1,3,17,2,0,4,4,3,4,1,7,0,1,0,3,3,25992
1160,201160,45,1,1,8,2,0,2,4,1,3,1,2,0,4,1,1,2,20770
795,200795,37,1,3,16,2,0,2,4,1,3,1,3,1,4,0,0,2,21694
2648,202648,39,1,1,36,3,1,4,4,1,5,0,2,1,3,0,2,2,25351
204,200204,38,1,1,35,3,1,3,3,1,5,0,1,1,3,0,1,2,21673
2708,202708,29,1,1,9,2,1,4,4,0,3,3,4,0,4,1,2,1,22163
1806,201806,29,1,1,14,2,1,3,5,0,5,1,2,1,3,0,1,1,17119
2641,202641,43,0,1,28,3,0,3,4,1,3,1,4,0,2,0,1,2,23943
3388,203388,29,0,1,7,2,0,3,6,1,3,0,2,0,3,1,1,2,25352
1184,201184,54,1,1,28,3,0,3,3,4,3,1,4,0,1,1,1,0,32426
2499,202499,34,0,1,7,2,0,4,4,3,3,2,3,1,2,1,1,3,32136
683,200683,25,1,3,25,3,1,2,4,0,4,0,2,1,2,0,0,1,17413
1750,201750,53,1,1,9,3,1,2,3,4,3,1,4,1,5,1,0,0,32584
4786,204786,34,0,3,32,3,0,3,4,1,3,1,3,0,3,0,2,2,23217
4551,204551,33,0,1,7,2,1,4,4,0,3,1,2,0,5,1,1,1,20992
4736,204736,35,0,1,9,2,1,4,4,1,3,3,4,0,4,1,2,2,22711
769,200769,26,0,1,6,3,0,3,4,0,3,1,2,0,2,1,0,1,17007
2850,202850,53,1,1,10,3,1,3,5,3,3,0,4,1,2,0,1,3,26647
4527,204527,35,1,2,10,2,1,3,4,0,3,1,2,0,1,1,1,1,22415
2260,202260,33,1,1,11,2,1,2,4,3,3,1,5,0,3,1,1,3,22119
2538,202538,33,1,3,13,3,1,3,4,1,3,3,3,0,5,1,1,2,23688
938,200938,58,1,1,29,2,1,2,3,0,3,1,2,0,3,1,1,1,17372
804,200804,48,0,1,6,3,1,2,1,4,3,2,3,0,2,0,0,0,31885
2949,202949,27,1,1,13,2,0,4,4,0,3,0,3,1,2,0,1,1,21337
3013,203013,37,0,3,15,2,1,4,5,3,5,3,3,0,2,0,3,3,26265
2639,202639,38,1,1,28,2,1,4,3,0,5,0,3,1,3,0,3,1,22242
1402,201402,31,1,1,8,3,0,2,5,0,3,1,2,1,5,1,0,1,16129
4296,204296,27,0,1,10,1,1,4,4,0,5,3,2,0,3,0,2,1,21780
60,200060,32,1,1,6,3,1,2,3,1,3,0,2,1,4,1,0,2,21162
2879,202879,34,1,1,22,3,1,3,4,3,3,0,2,1,5,0,1,3,32288
1179,201179,34,1,1,9,2,0,3,3,1,4,1,2,0,5,1,2,2,20433
4414,204414,33,1,1,16,2,0,4,4,1,3,1,3,1,5,1,3,2,25000
962,200962,51,1,2,11,2,1,2,3,4,4,1,2,1,3,1,1,0,29026
1812,201812,31,1,1,13,3,0,2,3,3,3,3,2,1,4,1,1,3,22143
3047,203047,46,1,1,9,2,0,4,5,0,3,2,3,0,3,1,2,1,20952
2006,202006,60,1,3,22,3,1,2,3,1,5,2,1,0,4,1,1,2,20405
4094,204094,32,1,1,19,3,0,4,4,0,3,1,2,1,4,1,2,1,22607
2314,202314,30,1,3,16,3,1,3,4,1,3,1,2,0,1,0,1,2,21578
1801,201801,27,0,3,6,3,1,3,3,1,4,1,1,1,1,0,1,2,21349
4299,204299,31,0,1,11,1,1,3,4,0,3,2,2,1,4,1,1,1,20963
1072,201072,29,0,1,8,2,0,3,3,0,4,0,1,0,5,0,2,1,18180
3239,203239,38,1,3,17,2,0,3,5,1,3,1,4,1,4,0,1,2,25372
3121,203121,50,1,1,15,2,0,3,4,3,4,0,6,0,4,0,1,3,26081
3233,203233,45,1,2,7,3,1,4,5,3,5,0,2,0,4,1,1,3,29160
1751,201751,42,1,3,6,2,1,1,3,1,3,1,2,0,3,1,0,2,19907
3640,203640,42,1,3,30,2,1,4,4,3,3,3,5,1,3,0,3,3,25760
1817,201817,47,0,3,10,3,1,3,3,1,3,2,4,0,4,0,2,2,17976
1371,201371,56,1,3,17,3,0,2,4,1,5,1,5,0,5,0,1,2,20380
4548,204548,26,1,3,10,2,1,4,4,1,5,1,3,1,4,0,3,2,22872
3222,203222,47,1,1,15,2,0,4,5,1,5,1,2,1,2,1,3,2,23293
4360,204360,42,0,3,17,2,1,3,4,1,3,3,2,0,1,0,2,2,24908
4461,204461,43,0,1,26,3,1,3,2,0,3,1,8,1,3,0,1,1,21437
2341,202341,24,1,1,23,2,0,3,3,0,4,1,2,0,1,1,2,1,17210
3797,203797,35,0,1,23,1,1,3,6,0,5,1,3,1,3,1,1,1,20985
2536,202536,31,1,3,11,3,0,4,5,1,4,1,3,1,3,1,2,2,23887
2185,202185,33,0,1,6,2,0,2,1,1,4,1,2,1,3,1,0,2,20488
3872,203872,33,1,3,7,3,1,4,5,0,4,1,2,0,1,0,3,1,20947
2888,202888,49,1,3,9,3,0,3,4,1,3,0,4,0,5,1,1,2,22729
2928,202928,32,1,3,13,3,1,4,3,1,3,1,6,0,5,1,3,2,24138
4115,204115,50,0,1,25,2,1,4,4,1,3,1,3,1,1,0,1,2,25482
3942,203942,45,1,1,14,3,0,3,5,3,3,1,5,0,4,0,1,3,28926
2118,202118,37,0,3,27,3,0,2,3,0,3,1,6,0,1,1,0,1,17973
3498,203498,50,1,1,14,2,1,3,4,3,4,1,5,0,4,0,2,3,29144
3935,203935,37,1,3,16,2,1,3,5,0,5,3,2,0,1,0,1,1,22085
2584,202584,33,1,1,16,3,0,3,4,0,5,3,2,0,4,1,2,1,22878
4114,204114,28,0,1,7,1,1,3,5,1,5,1,7,0,3,1,1,2,22976
3058,203058,27,0,1,12,3,0,3,5,0,3,0,3,1,2,0,2,1,21044
2791,202791,48,0,3,11,3,1,3,4,1,3,3,5,0,4,0,2,2,21654
1108,201108,35,1,1,6,3,1,3,4,0,5,2,2,0,1,0,2,1,17450
1185,201185,43,1,1,21,2,1,3,4,4,3,1,2,0,3,1,1,0,32603
2028,202028,32,0,1,30,2,1,3,3,1,3,1,2,0,4,1,2,2,20309
1277,201277,46,1,1,8,3,1,2,3,2,3,1,1,1,1,1,1,4,34328
3796,203796,45,1,1,7,2,1,4,2,1,5,1,4,0,3,1,3,2,23711
2832,202832,43,1,1,7,2,0,4,4,0,5,1,5,0,3,1,2,1,21254
1448,201448,41,1,3,9,2,1,2,4,1,4,1,3,0,3,0,1,2,23938
3451,203451,30,0,1,21,2,0,3,4,3,3,3,2,1,5,1,1,3,26231
4483,204483,37,0,3,15,2,1,4,5,3,5,3,3,0,1,0,1,3,26265
260,200260,32,0,1,13,2,1,3,2,0,4,0,2,0,2,0,1,1,17794
2849,202849,26,1,1,10,3,1,4,4,0,5,0,7,0,5,1,2,1,22709
72,200072,31,1,1,6,3,1,2,3,0,4,2,2,0,3,0,0,1,17501
1544,201544,36,1,1,12,2,0,2,1,0,3,1,4,0,1,0,0,1,18038
2372,202372,27,1,3,8,3,0,3,5,2,4,2,3,1,5,1,1,4,17517
1893,201893,30,0,3,28,2,0,3,3,3,5,1,1,0,1,1,1,3,23412
4797,204797,34,1,1,16,3,1,3,4,0,3,1,2,0,1,0,2,1,21459
2956,202956,28,1,1,10,3,1,3,5,0,3,2,2,0,2,0,1,1,20723
973,200973,35,1,1,6,3,0,2,4,1,3,0,1,0,1,1,1,2,20363
3633,203633,34,1,3,9,3,1,4,4,1,3,1,3,0,3,1,2,2,24183
3923,203923,37,1,1,34,3,1,4,4,1,3,1,8,0,3,0,1,2,23915
1380,201380,35,1,3,24,3,1,3,3,1,5,1,1,0,3,0,0,2,17144
1642,201642,36,0,1,9,3,1,1,3,0,4,2,5,0,4,1,0,1,17088
4885,204885,52,1,3,17,2,0,4,4,3,4,1,7,0,1,1,3,3,31820
3707,203707,43,1,1,19,3,1,3,4,0,4,1,2,0,1,1,2,1,21444
2177,202177,47,0,1,22,3,1,3,1,1,3,1,2,1,1,1,0,2,20067
2698,202698,30,1,3,27,3,1,3,4,1,3,1,4,0,2,1,2,2,25609
729,200729,35,1,1,31,3,0,2,3,3,3,1,2,1,3,1,1,3,25388
2576,202576,32,1,3,27,2,0,4,6,1,3,0,5,1,3,1,1,2,23237
4174,204174,33,0,1,14,2,1,4,2,0,4,1,3,0,1,0,2,1,21472
2378,202378,33,1,3,31,3,1,2,4,3,4,3,3,1,5,1,0,3,23380
1203,201203,53,1,1,30,3,1,2,1,3,3,1,4,0,3,0,1,3,22005
1382,201382,31,0,1,9,3,1,2,3,0,5,1,2,1,1,0,0,1,18065
231,200231,42,1,1,10,1,1,2,3,2,3,0,2,0,2,0,1,4,34232
3614,203614,28,0,1,9,3,1,3,4,0,3,2,4,0,3,0,2,1,21258
2984,202984,29,1,1,7,2,0,4,6,0,4,2,2,1,2,1,1,1,20894
3408,203408,35,1,3,22,3,0,4,4,1,5,3,3,0,1,1,3,2,24803
3120,203120,36,1,1,28,2,0,3,4,1,3,0,3,1,3,0,2,2,22692
4705,204705,36,1,3,11,1,1,3,4,3,5,3,2,1,4,1,2,3,28260
2371,202371,48,0,3,30,2,1,3,5,0,3,2,2,1,1,1,2,1,17559
2319,202319,43,1,3,15,3,0,2,5,1,3,2,1,0,1,0,0,2,20346
278,200278,26,0,1,6,2,0,2,3,1,4,1,2,0,5,0,1,2,21397
2200,202200,30,1,1,14,2,0,3,1,3,5,1,1,1,1,0,2,3,26416
669,200669,39,1,1,12,3,1,3,3,0,5,0,1,1,2,1,1,1,17404
1651,201651,34,1,1,33,3,0,3,3,0,4,2,3,0,3,0,0,1,17311
4014,204014,38,1,2,13,2,1,4,4,0,5,1,6,1,1,0,3,1,20751
4849,204849,33,0,1,10,2,0,3,4,0,3,3,3,0,4,1,1,1,24887
880,200880,32,0,1,19,2,0,3,4,0,4,0,2,0,5,0,0,1,17743
2087,202087,44,1,1,10,3,1,2,3,1,4,2,1,0,1,1,1,2,20933
1816,201816,41,1,1,12,3,1,3,4,1,4,2,7,1,3,1,2,2,21032
2705,202705,39,0,3,9,2,1,3,5,1,3,0,5,0,5,1,2,2,23927
3548,203548,30,1,1,16,2,1,4,2,0,3,1,8,0,5,1,1,1,21129
4484,204484,53,0,1,26,3,1,3,4,0,3,1,2,0,3,1,1,1,22936
2618,202618,46,1,3,11,2,0,2,4,1,5,1,6,1,4,0,1,2,23684
1327,201327,46,1,3,9,1,0,2,1,4,5,1,3,0,3,1,0,0,28225
257,200257,40,1,1,8,3,1,2,3,2,3,1,1,0,5,0,0,4,34436
4589,204589,32,1,3,14,2,1,3,5,0,3,1,5,0,4,1,2,1,21007
706,200706,40,0,3,30,2,0,3,1,4,4,3,5,1,3,1,2,0,28194
384,200384,36,1,3,8,3,1,3,4,3,3,0,2,0,2,1,0,3,22596
757,200757,34,1,3,6,3,1,3,1,1,3,1,1,0,5,1,2,2,24725
287,200287,38,1,1,29,2,1,2,3,1,3,1,1,0,3,0,0,2,20745
1976,201976,37,1,1,9,2,1,2,3,3,3,1,2,0,1,1,0,3,24434
1193,201193,38,0,1,8,3,0,2,4,0,4,2,2,0,1,1,0,1,17440
4021,204021,26,1,3,12,3,1,3,5,1,3,3,3,1,3,0,2,2,24422
1921,201921,42,1,1,30,3,1,2,3,3,5,1,2,1,1,1,0,3,22406
138,200138,25,1,3,34,2,1,2,4,1,3,0,3,0,4,0,0,2,23639
4233,204233,33,1,3,15,1,0,4,5,1,4,1,3,1,1,1,3,2,23906
1392,201392,35,1,3,13,2,0,2,3,1,3,1,2,1,4,1,1,2,20204
3484,203484,41,0,1,15,3,1,3,5,3,4,1,4,0,1,1,2,3,32435
283,200283,55,1,1,26,1,1,2,3,1,3,0,4,1,2,1,1,2,20415
2762,202762,28,1,1,12,2,0,3,4,0,4,2,3,1,3,0,2,1,21156
4242,204242,34,0,3,17,3,1,3,5,1,3,3,5,0,3,1,1,2,23360
590,200590,33,1,1,13,3,1,2,3,3,3,0,1,0,4,0,0,3,26691
2738,202738,38,0,1,16,3,1,3,4,0,3,0,3,1,2,0,1,1,21004
2915,202915,39,1,1,17,3,0,4,4,1,3,0,5,0,3,1,3,2,28502
2144,202144,58,1,1,11,1,0,2,4,3,4,1,3,1,5,1,1,3,25552
1838,201838,40,1,3,28,3,1,3,4,1,3,1,3,1,3,1,0,2,21380
4295,204295,31,1,3,9,1,1,4,4,0,4,1,3,0,3,1,1,1,21154
1810,201810,37,1,1,11,3,1,3,3,1,3,1,1,0,3,1,2,2,21347
3173,203173,36,1,1,32,3,0,3,4,3,3,1,3,1,3,1,2,3,29066
4063,204063,20,1,1,10,3,0,4,4,0,4,2,3,0,3,1,1,1,20161
450,200450,31,1,3,8,2,1,3,3,1,3,3,5,1,5,1,1,2,21582
167,200167,30,1,3,11,2,0,2,3,3,3,0,3,0,4,1,1,3,24419
1450,201450,35,1,2,32,2,0,2,3,3,3,3,2,1,1,1,0,3,23837
2656,202656,28,0,3,27,2,0,3,4,1,3,2,3,0,2,1,2,2,28659
1471,201471,49,0,1,14,2,1,3,4,1,4,1,2,0,1,0,0,2,20130
3241,203241,27,1,1,28,3,1,3,4,0,3,1,3,0,5,1,2,1,21055
4401,204401,21,1,1,7,2,0,3,5,0,4,3,3,0,4,0,2,1,21514
1351,201351,48,0,1,28,3,0,2,3,4,3,1,4,0,5,0,0,0,32174
4133,204133,55,1,3,10,3,0,3,4,1,5,1,4,0,4,1,1,2,24618
28,200028,44,1,1,13,3,0,2,4,3,3,0,4,0,4,1,0,3,25248
4823,204823,20,1,3,12,2,1,4,4,3,4,3,2,1,4,1,1,3,21672
1902,201902,34,1,1,8,2,1,3,4,0,3,1,4,0,5,1,2,1,17768
3787,203787,30,1,1,14,2,1,3,4,0,5,2,5,0,4,0,1,1,20740
878,200878,42,0,2,8,3,1,3,1,1,5,0,1,0,2,0,2,2,21272
524,200524,34,1,1,15,3,0,2,4,3,4,3,2,0,2,1,1,3,23621
2907,202907,27,1,1,31,1,1,4,6,0,3,2,3,1,3,1,3,1,21018
574,200574,34,1,1,6,2,0,3,1,0,3,2,3,0,2,0,0,1,18280
1368,201368,34,0,1,28,2,1,2,4,1,3,1,2,1,1,1,0,2,20747
109,200109,22,1,1,21,3,0,2,3,0,3,2,2,0,2,1,1,1,17871
347,200347,47,0,3,10,3,1,2,3,1,3,2,4,0,4,0,1,2,17976
3599,203599,40,1,1,10,3,1,4,5,1,3,1,2,0,4,0,3,2,21747
3267,203267,30,0,1,17,2,0,4,4,0,4,1,2,0,5,1,1,1,21969
1920,201920,31,1,3,8,2,1,3,3,1,3,3,5,1,5,1,1,2,21582
4676,204676,27,0,1,9,2,1,3,4,0,5,1,8,1,5,0,1,1,20720
1772,201772,28,1,1,22,3,1,3,1,1,5,2,1,0,5,0,1,2,20661
1100,201100,35,1,3,34,2,0,3,4,0,3,1,1,0,4,1,2,1,17430
667,200667,41,1,1,8,2,0,2,5,0,3,1,5,1,3,0,0,1,17778
4053,204053,31,1,2,16,2,1,3,4,1,3,1,2,1,3,1,2,2,25025
2951,202951,30,1,3,10,3,0,4,4,1,3,0,3,0,2,0,1,2,24239
2667,202667,39,1,3,10,2,1,4,4,3,3,1,2,0,2,1,2,3,29287
3909,203909,37,0,1,30,3,1,3,2,1,3,1,6,0,3,0,1,2,21249
4586,204586,43,1,3,21,3,0,4,5,1,3,3,2,0,3,1,1,2,24922
3551,203551,39,0,2,17,2,1,4,4,1,3,1,5,0,3,0,3,2,24755
2003,202003,40,0,3,11,2,1,2,4,3,5,1,6,1,5,0,0,3,25475
4853,204853,33,1,1,9,3,1,3,4,1,4,1,6,0,4,1,2,2,23561
4072,204072,41,1,3,11,3,1,4,5,3,3,1,2,0,1,1,2,3,29533
2245,202245,43,1,3,31,3,1,3,4,3,3,1,6,0,4,1,1,3,25798
2784,202784,38,1,1,12,3,1,4,4,1,3,1,2,0,3,0,1,2,25025
4809,204809,32,1,1,18,3,1,4,4,1,5,1,3,1,1,1,2,2,25511
2960,202960,24,1,1,11,3,1,3,3,0,5,0,4,0,4,0,2,1,21497
1205,201205,32,1,1,8,2,1,3,3,0,4,2,2,0,3,1,1,1,16393
3172,203172,55,1,1,24,1,0,3,4,3,3,0,2,0,5,1,1,3,29417
4733,204733,29,1,1,9,2,1,4,5,0,4,1,2,0,1,0,3,1,21879
1905,201905,33,1,1,21,3,1,2,3,3,3,1,1,1,5,1,0,3,28610
4181,204181,26,0,1,12,2,1,3,2,1,5,1,3,0,5,1,2,2,22678
2911,202911,38,0,3,16,3,1,4,4,3,4,1,3,0,2,1,1,3,27512
151,200151,35,1,3,6,3,1,3,3,3,4,0,2,0,4,1,2,3,22295
1135,201135,46,1,3,6,2,1,2,1,4,5,2,2,0,4,1,1,0,32567
4352,204352,36,1,1,23,2,1,4,4,3,3,1,6,1,1,0,1,3,26310
862,200862,44,0,1,23,2,1,3,5,0,3,2,3,0,4,1,0,1,17290
2808,202808,38,1,1,17,3,0,4,4,0,5,0,8,0,2,1,2,1,22130
4169,204169,26,1,1,7,2,0,4,4,1,3,1,2,0,3,1,2,2,23576
513,200513,20,1,1,16,3,1,2,3,0,3,2,2,1,5,0,0,1,16009
1003,201003,25,1,1,6,1,1,2,3,0,3,0,5,0,5,1,1,1,18229
4682,204682,41,1,3,33,3,1,4,4,1,5,1,3,0,1,1,3,2,27074
1954,201954,31,1,3,12,3,1,3,1,1,3,1,5,0,5,1,1,2,20460
3645,203645,24,1,1,15,3,1,4,5,0,3,3,3,1,4,1,3,1,22667
3848,203848,43,0,1,30,2,1,3,5,1,3,3,3,0,3,1,2,2,23010
2636,202636,36,1,1,30,2,1,3,5,1,3,0,5,1,4,1,2,2,24594
2787,202787,30,1,3,17,3,0,3,5,1,4,1,3,1,5,0,2,2,26946
336,200336,29,1,1,14,2,1,3,5,0,5,0,2,1,3,1,1,1,17119
2452,202452,39,0,1,30,2,1,3,5,3,3,3,2,0,3,0,1,3,28204
653,200653,50,0,1,8,2,1,3,3,4,5,1,2,0,5,1,2,0,32924
654,200654,39,1,2,8,2,0,2,4,1,3,0,1,0,3,0,0,2,20204
4508,204508,30,1,1,30,2,1,3,2,0,3,1,3,0,1,1,2,1,21378
4780,204780,41,0,3,9,3,1,4,4,1,4,1,7,0,4,1,2,2,23005
2628,202628,54,1,1,20,3,0,3,3,1,5,1,3,0,2,1,2,2,23128
3291,203291,35,0,1,7,3,1,4,5,1,5,3,2,0,2,1,3,2,24021
434,200434,31,1,1,15,2,1,2,3,3,4,1,2,0,3,1,1,3,25648
2780,202780,30,1,1,15,2,1,4,6,0,5,0,3,1,3,1,2,1,20797
2529,202529,57,1,1,14,2,1,3,6,3,3,3,6,0,2,0,1,3,25938
3896,203896,51,0,3,7,2,1,4,4,1,3,1,2,0,3,1,2,2,25406
3050,203050,35,0,1,23,2,0,4,5,0,3,2,3,0,5,1,2,1,21231
818,200818,31,0,3,26,2,1,3,1,0,3,0,1,0,5,1,1,1,17791
1977,201977,29,1,3,9,3,0,3,3,1,3,1,2,0,1,0,0,2,20561
4410,204410,22,1,3,29,1,1,3,4,0,3,3,3,0,1,0,1,1,22125
4568,204568,40,1,2,9,2,0,3,5,1,3,1,2,0,3,1,1,2,23882
2244,202244,55,0,1,8,3,1,2,4,4,5,2,1,0,3,1,1,0,31756
148,200148,41,1,1,15,2,1,3,3,0,5,0,3,0,2,0,2,1,17238
2329,202329,29,1,1,21,2,0,3,5,0,3,1,1,1,5,1,1,1,17168
2603,202603,35,0,3,9,3,0,4,4,0,3,0,8,0,5,1,3,1,20909
211,200211,30,0,1,6,2,1,2,4,3,3,3,2,0,5,1,1,3,23474
4574,204574,59,0,1,9,2,1,3,5,0,3,1,2,1,1,1,1,1,21058
1783,201783,33,0,1,11,2,0,3,3,3,4,1,7,0,3,1,1,3,26878
1233,201233,30,1,1,22,2,1,2,3,0,3,1,2,0,1,0,0,1,17862
1210,201210,33,1,1,27,3,1,3,1,0,4,1,2,0,1,1,1,1,17028
577,200577,37,1,1,16,2,0,2,3,0,5,1,1,1,3,1,1,1,17782
3556,203556,39,1,1,9,3,1,3,4,1,4,1,6,0,4,0,1,2,23533
407,200407,45,1,1,16,2,1,3,3,0,3,0,4,0,5,1,0,1,17654
2265,202265,37,1,3,16,2,0,2,4,1,3,1,3,1,4,1,1,2,21694
2925,202925,35,1,1,7,2,1,3,5,0,3,0,3,1,2,0,1,1,22300
4843,204843,29,0,3,20,1,0,3,4,1,4,3,7,0,3,1,1,2,22545
1731,201731,38,0,3,8,2,1,2,4,1,3,1,4,0,5,1,1,2,20249
3738,203738,42,1,1,12,2,1,3,2,1,4,3,5,0,5,1,1,2,25548
458,200458,40,0,3,34,2,1,2,5,3,5,1,4,0,5,1,0,3,25932
4288,204288,29,1,3,16,2,1,4,4,1,3,3,3,0,3,1,2,2,23931
3788,203788,38,1,1,14,3,1,4,4,1,5,1,7,1,3,0,1,2,22962
2263,202263,28,1,1,21,2,1,2,3,0,3,1,2,0,4,0,0,1,17207
2841,202841,26,1,3,11,2,0,3,5,1,3,3,3,1,2,0,2,2,23165
3049,203049,39,0,1,19,2,1,3,5,1,5,1,4,0,5,1,1,2,24966
2380,202380,23,0,3,7,2,0,2,3,0,4,2,2,1,5,1,1,1,16223
980,200980,31,0,3,8,2,0,2,4,0,3,2,1,0,5,0,1,1,17785
1637,201637,30,1,3,11,2,0,2,3,3,3,1,3,0,4,1,1,3,24419
3236,203236,34,0,1,36,3,0,3,5,1,3,3,3,0,5,1,1,2,23186
4434,204434,49,1,3,9,3,1,3,2,1,4,1,5,0,3,0,2,2,26798
3930,203930,33,1,1,12,2,1,4,2,0,4,1,2,1,1,1,3,1,21976
624,200624,53,1,3,13,3,0,3,4,3,3,0,1,1,2,0,0,3,25934
1795,201795,31,0,1,13,2,0,2,4,3,3,1,2,0,1,1,0,3,23943
1576,201576,50,0,1,6,2,0,3,3,2,4,1,4,1,1,0,2,4,33172
2661,202661,30,1,1,7,1,1,3,4,0,3,2,2,0,2,0,1,1,20736
544,200544,47,0,3,9,3,0,2,3,4,3,1,1,1,5,1,1,0,28770
1595,201595,26,1,1,12,2,0,2,4,0,4,1,2,0,3,1,1,1,17368
456,200456,31,1,3,13,2,1,2,4,3,3,1,1,0,3,1,0,3,26557
1860,201860,43,1,1,18,2,1,2,4,4,4,1,2,0,3,1,1,0,29336
341,200341,38,1,1,21,2,1,3,4,3,3,1,1,1,5,1,1,3,26510
3361,203361,35,1,3,9,3,0,3,4,1,5,3,2,1,3,1,1,2,23216
2900,202900,32,1,3,14,2,1,3,5,3,3,1,2,0,3,1,1,3,30235
4533,204533,34,1,3,7,3,1,3,2,1,5,1,3,0,4,0,2,2,22715
507,200507,29,1,3,9,3,0,3,3,1,3,0,2,0,2,0,0,2,20561
3827,203827,37,0,1,16,2,1,4,2,0,4,1,3,0,5,1,1,1,21488
4738,204738,43,1,1,36,3,1,3,6,1,3,3,6,0,3,1,2,2,22950
3096,203096,38,0,3,26,3,1,3,4,3,4,3,3,1,5,0,1,3,26320
3137,203137,37,1,3,10,2,1,3,5,3,3,0,3,1,2,1,1,3,29003
1080,201080,46,1,3,9,2,0,2,3,4,4,0,1,0,4,1,0,0,31606
4555,204555,33,0,3,12,2,1,3,4,1,4,1,3,0,3,1,2,2,25202
3020,203020,28,0,3,6,3,1,3,4,1,3,0,2,0,3,0,2,2,23020
108,200108,25,1,1,13,3,1,3,4,0,3,0,2,0,2,1,2,1,17889
2107,202107,32,0,1,6,2,1,3,3,0,3,1,1,0,5,1,0,1,17314
2882,202882,36,1,1,23,2,1,4,4,3,3,0,6,1,2,0,2,3,26310
3840,203840,54,1,3,31,2,1,4,4,3,5,2,8,1,3,1,3,3,29126
3088,203088,32,1,1,18,2,1,3,4,0,3,0,5,1,3,1,2,1,21034
4844,204844,52,1,3,31,3,0,3,5,1,4,3,2,1,5,1,2,2,21516
2020,202020,23,1,1,15,3,1,2,3,0,5,1,2,0,3,1,0,1,17500
1095,201095,33,1,1,34,2,1,3,3,1,3,1,2,1,1,1,0,2,20207
2215,202215,55,0,1,24,3,1,3,3,1,4,1,4,1,5,1,1,2,21385
99,200099,44,0,1,29,3,1,3,3,1,4,0,5,0,3,1,0,2,17042
1209,201209,60,1,1,6,3,1,3,5,3,3,1,4,0,5,0,0,3,25883
246,200246,33,1,1,11,2,0,3,4,0,3,0,2,0,2,0,2,1,17911
4552,204552,26,1,3,11,3,1,3,5,1,5,1,3,0,3,1,2,2,22934
2204,202204,22,1,1,14,2,1,3,5,0,5,1,2,0,1,0,1,1,17451
1019,201019,36,1,3,22,3,0,3,4,1,5,0,5,0,5,1,0,2,20647
3089,203089,30,1,3,7,3,0,3,5,0,3,1,8,1,2,0,2,1,21478
3559,203559,35,1,1,14,3,1,3,4,0,3,3,3,0,1,0,2,1,21650
2637,202637,44,0,1,14,3,1,3,3,0,3,1,6,0,4,0,2,1,20767
2418,202418,30,1,1,8,2,1,3,3,0,4,3,2,0,3,0,0,1,26916
